Call ID,Date Time,Agent ID,Agent State,Call Type,Service,Answer Time,avg talking time,Call Fwd,FWD Agent,disconnected code,disconnect time,Survey Opted,Customer FB,resolved
CID-04478,2026-02-21T11:52:50Z,1004,1,1,5,18,25,No,,57,2026-02-21T11:53:33Z,,,Y
CID-04479,2026-02-05T22:07:19Z,1003,0,2,10,56,484,Yes,1006.0,1,2026-02-05T22:16:19Z,No,,Y
CID-04480,2026-02-07T08:06:43Z,1004,1,1,2,59,72,No,,1,2026-02-07T08:08:54Z,No,,N
CID-04481,2026-02-06T00:24:19Z,1006,0,5,10,58,121,Yes,1015.0,1,2026-02-06T00:27:18Z,Yes,2.0,N
CID-04482,2026-02-12T11:36:12Z,1004,2,1,2,24,258,No,,1,2026-02-12T11:40:54Z,No,,Y
CID-04483,2026-02-08T04:07:32Z,1004,0,5,2,20,248,Yes,1011.0,1,2026-02-08T04:12:00Z,No,,N
CID-04484,2026-02-04T22:14:17Z,1010,4,1,4,50,386,No,,1,2026-02-04T22:21:33Z,Yes,3.0,Y
CID-04485,2026-02-19T06:36:28Z,1011,1,2,10,27,459,No,,1,2026-02-19T06:44:34Z,No,,Y
CID-04486,2026-02-10T12:03:51Z,1004,2,4,3,51,52,No,,1,2026-02-10T12:05:34Z,No,,Y
CID-04487,2026-02-21T10:11:24Z,1012,0,2,3,27,238,Yes,1002.0,1,2026-02-21T10:15:49Z,No,,N
CID-04488,2026-02-08T03:53:41Z,1010,0,1,4,30,368,Yes,1012.0,1,2026-02-08T04:00:19Z,Yes,0.0,Y
CID-04489,2026-02-01T02:35:05Z,1007,0,4,2,53,283,Yes,1013.0,1,2026-02-01T02:40:41Z,No,,N
CID-04490,2026-02-07T07:22:07Z,1003,0,4,5,42,27,Yes,1015.0,57,2026-02-07T07:23:16Z,,,Y
CID-04491,2026-02-18T05:38:39Z,1010,0,4,3,31,429,Yes,1015.0,1,2026-02-18T05:46:19Z,No,,Y
CID-04492,2026-02-13T14:00:43Z,1014,0,1,4,45,46,Yes,1005.0,1,2026-02-13T14:02:14Z,No,,N
CID-04493,2026-02-25T06:07:12Z,1011,9,5,5,29,207,No,,1,2026-02-25T06:11:08Z,No,,Y
CID-04494,2026-02-07T03:04:45Z,1006,0,5,3,46,440,Yes,1015.0,1,2026-02-07T03:12:51Z,Yes,3.0,N
CID-04495,2026-02-19T07:52:57Z,1012,13,5,3,33,293,No,,1,2026-02-19T07:58:23Z,No,,Y
CID-04496,2026-02-28T12:27:43Z,1011,0,1,1,54,257,Yes,1004.0,1,2026-02-28T12:32:54Z,Yes,1.0,N
CID-04497,2026-02-09T14:02:59Z,1006,0,4,1,46,49,Yes,1001.0,1,2026-02-09T14:04:34Z,No,,N
CID-04498,2026-02-28T09:17:22Z,1005,2,2,3,50,398,No,,1,2026-02-28T09:24:50Z,Yes,4.0,Y
CID-04499,2026-02-08T09:09:40Z,1013,0,1,2,39,71,Yes,1004.0,1,2026-02-08T09:11:30Z,No,,Y
CID-04500,2026-02-12T05:15:42Z,1015,13,5,5,45,2,No,,57,2026-02-12T05:16:29Z,,,Y
CID-04501,2026-02-18T06:45:46Z,1013,13,2,10,10,355,No,,1,2026-02-18T06:51:51Z,Yes,5.0,Y
CID-04502,2026-02-07T02:10:36Z,1002,0,5,1,55,355,Yes,1015.0,1,2026-02-07T02:17:26Z,Yes,4.0,N
CID-04503,2026-02-07T19:33:24Z,1009,9,2,2,34,180,No,,1,2026-02-07T19:36:58Z,Yes,5.0,Y
CID-04504,2026-02-02T04:56:55Z,1010,0,1,2,18,301,Yes,1012.0,1,2026-02-02T05:02:14Z,No,,N
CID-04505,2026-02-01T19:29:16Z,1012,0,4,2,30,127,Yes,1006.0,1,2026-02-01T19:31:53Z,Yes,5.0,Y
CID-04506,2026-02-06T19:16:19Z,1009,10,2,3,31,196,No,,1,2026-02-06T19:20:06Z,No,,N
CID-04507,2026-02-28T12:08:07Z,1015,0,5,5,17,99,Yes,1005.0,1,2026-02-28T12:10:03Z,No,,N
CID-04508,2026-02-27T15:04:08Z,1014,0,5,10,42,136,Yes,1005.0,1,2026-02-27T15:07:06Z,No,,N
CID-04509,2026-02-27T03:49:37Z,1007,0,1,10,31,454,Yes,1011.0,1,2026-02-27T03:57:42Z,No,,N
CID-04510,2026-02-08T00:35:25Z,1003,0,1,10,52,286,Yes,1014.0,1,2026-02-08T00:41:03Z,Yes,0.0,N
CID-04511,2026-02-26T13:22:21Z,1012,0,1,2,13,421,Yes,1005.0,1,2026-02-26T13:29:35Z,No,,Y
CID-04512,2026-02-22T18:16:33Z,1007,1,4,10,14,286,No,,1,2026-02-22T18:21:33Z,Yes,4.0,N
CID-04513,2026-02-20T14:53:25Z,1002,3,4,3,34,189,No,,1,2026-02-20T14:57:08Z,Yes,3.0,Y
CID-04514,2026-02-04T15:11:15Z,1008,0,4,4,60,142,Yes,1001.0,1,2026-02-04T15:14:37Z,Yes,0.0,Y
CID-04515,2026-02-23T04:28:04Z,1013,2,1,3,43,250,No,,1,2026-02-23T04:32:57Z,Yes,2.0,N
CID-04516,2026-02-19T20:25:08Z,1003,0,5,4,22,423,Yes,1009.0,1,2026-02-19T20:32:33Z,Yes,3.0,Y
CID-04517,2026-02-23T09:56:31Z,1010,0,5,1,53,212,Yes,1001.0,1,2026-02-23T10:00:56Z,Yes,5.0,Y
CID-04518,2026-02-07T22:29:14Z,1010,1,4,5,53,194,No,,1,2026-02-07T22:33:21Z,No,,N
CID-04519,2026-02-15T15:54:54Z,1015,0,5,5,57,184,Yes,1002.0,1,2026-02-15T15:58:55Z,No,,Y
CID-04520,2026-02-25T01:55:18Z,1005,0,1,4,44,396,Yes,1013.0,1,2026-02-25T02:02:38Z,No,,N
CID-04521,2026-02-27T12:13:54Z,1001,10,2,2,52,1,No,,57,2026-02-27T12:14:47Z,,,Y
CID-04522,2026-02-04T00:30:59Z,1007,0,4,2,42,27,Yes,1011.0,57,2026-02-04T00:32:08Z,,,Y
CID-04523,2026-02-27T09:47:33Z,1010,0,5,3,45,398,Yes,1001.0,1,2026-02-27T09:54:56Z,No,,N
CID-04524,2026-02-17T04:48:45Z,1013,3,5,5,10,3,No,,57,2026-02-17T04:48:58Z,,,N
CID-04525,2026-02-04T01:12:21Z,1009,0,2,1,52,375,Yes,1011.0,1,2026-02-04T01:19:28Z,No,,Y
CID-04526,2026-02-05T23:34:36Z,1006,9,1,1,57,437,No,,1,2026-02-05T23:42:50Z,No,,Y
CID-04527,2026-02-19T00:30:49Z,1002,0,4,5,10,289,Yes,1013.0,1,2026-02-19T00:35:48Z,No,,N
CID-04528,2026-02-08T20:46:13Z,1015,0,1,2,38,297,Yes,1007.0,1,2026-02-08T20:51:48Z,Yes,4.0,Y
CID-04529,2026-02-24T03:22:50Z,1014,4,5,1,10,237,No,,1,2026-02-24T03:26:57Z,No,,Y
CID-04530,2026-02-28T07:33:06Z,1008,0,2,10,39,396,Yes,1015.0,1,2026-02-28T07:40:21Z,Yes,3.0,Y
CID-04531,2026-02-22T12:57:12Z,1002,9,2,3,44,134,No,,1,2026-02-22T13:00:10Z,Yes,3.0,N
CID-04532,2026-02-18T09:05:54Z,1004,2,4,1,51,82,No,,1,2026-02-18T09:08:07Z,No,,Y
CID-04533,2026-02-08T14:14:26Z,1010,0,4,2,37,435,Yes,1005.0,1,2026-02-08T14:22:18Z,Yes,2.0,Y
CID-04534,2026-02-08T19:14:54Z,1001,0,5,10,31,6,Yes,1010.0,57,2026-02-08T19:15:31Z,,,Y
CID-04535,2026-02-19T15:37:34Z,1015,0,1,10,56,398,Yes,1005.0,1,2026-02-19T15:45:08Z,Yes,1.0,N
CID-04536,2026-02-07T22:27:20Z,1012,0,2,10,17,48,Yes,1010.0,1,2026-02-07T22:28:25Z,No,,N
CID-04537,2026-02-12T22:21:26Z,1015,0,5,5,48,489,Yes,1010.0,1,2026-02-12T22:30:23Z,No,,N
CID-04538,2026-02-01T22:08:30Z,1011,0,1,5,39,184,Yes,1008.0,1,2026-02-01T22:12:13Z,Yes,3.0,N
CID-04539,2026-02-24T11:51:11Z,1011,0,1,1,36,270,Yes,1001.0,1,2026-02-24T11:56:17Z,No,,Y
CID-04540,2026-02-08T19:48:53Z,1005,0,2,10,11,176,Yes,1010.0,1,2026-02-08T19:52:00Z,Yes,4.0,N
CID-04541,2026-02-23T03:29:12Z,1012,1,4,2,43,421,No,,1,2026-02-23T03:36:56Z,Yes,4.0,Y
CID-04542,2026-02-04T01:35:23Z,1015,3,4,2,27,322,No,,1,2026-02-04T01:41:12Z,No,,Y
CID-04543,2026-02-24T04:42:28Z,1002,0,5,3,47,192,Yes,1012.0,1,2026-02-24T04:46:27Z,No,,Y
CID-04544,2026-02-20T04:02:29Z,1011,10,4,3,10,277,No,,1,2026-02-20T04:07:16Z,No,,Y
CID-04545,2026-02-27T17:35:23Z,1007,2,5,1,47,135,No,,1,2026-02-27T17:38:25Z,Yes,2.0,N
CID-04546,2026-02-23T08:51:59Z,1013,0,5,10,39,100,Yes,1002.0,1,2026-02-23T08:54:18Z,Yes,4.0,Y
CID-04547,2026-02-14T03:44:42Z,1012,4,4,2,60,491,No,,1,2026-02-14T03:53:53Z,Yes,5.0,N
CID-04548,2026-02-24T06:32:36Z,1001,0,4,2,28,322,Yes,1012.0,1,2026-02-24T06:38:26Z,No,,Y
CID-04549,2026-02-10T10:47:11Z,1001,9,2,1,32,31,No,,1,2026-02-10T10:48:14Z,No,,Y
CID-04550,2026-02-05T00:37:36Z,1001,0,4,2,52,347,Yes,1015.0,1,2026-02-05T00:44:15Z,No,,Y
CID-04551,2026-02-18T13:05:56Z,1004,3,5,3,38,312,No,,1,2026-02-18T13:11:46Z,No,,N
CID-04552,2026-02-03T01:34:28Z,1002,0,2,2,20,302,Yes,1011.0,1,2026-02-03T01:39:50Z,Yes,0.0,Y
CID-04553,2026-02-09T21:16:24Z,1003,0,1,1,33,455,Yes,1007.0,1,2026-02-09T21:24:32Z,Yes,1.0,Y
CID-04554,2026-02-24T20:25:13Z,1002,0,1,4,57,203,Yes,1009.0,1,2026-02-24T20:29:33Z,No,,Y
CID-04555,2026-02-14T05:40:17Z,1011,1,5,2,15,90,No,,1,2026-02-14T05:42:02Z,No,,Y
CID-04556,2026-02-26T06:04:21Z,1012,10,2,4,59,269,No,,1,2026-02-26T06:09:49Z,Yes,0.0,Y
CID-04557,2026-02-08T03:03:55Z,1008,0,2,3,42,263,Yes,1013.0,1,2026-02-08T03:09:00Z,Yes,4.0,Y
CID-04558,2026-02-01T10:33:16Z,1004,9,5,4,26,315,No,,1,2026-02-01T10:38:57Z,No,,Y
CID-04559,2026-02-12T06:20:08Z,1012,1,2,4,26,191,No,,1,2026-02-12T06:23:45Z,Yes,0.0,N
CID-04560,2026-02-26T17:40:55Z,1008,10,2,5,52,200,No,,1,2026-02-26T17:45:07Z,Yes,0.0,N
CID-04561,2026-02-14T21:30:42Z,1003,0,2,5,20,288,Yes,1008.0,1,2026-02-14T21:35:50Z,No,,Y
CID-04562,2026-02-02T04:49:57Z,1007,0,2,5,34,369,Yes,1015.0,1,2026-02-02T04:56:40Z,Yes,4.0,N
CID-04563,2026-02-19T12:34:38Z,1010,0,2,1,60,393,Yes,1003.0,1,2026-02-19T12:42:11Z,No,,Y
CID-04564,2026-02-14T19:27:55Z,1012,0,2,2,24,404,Yes,1009.0,1,2026-02-14T19:35:03Z,Yes,4.0,Y
CID-04565,2026-02-12T09:50:00Z,1014,0,1,3,12,158,Yes,1003.0,1,2026-02-12T09:52:50Z,Yes,4.0,N
CID-04566,2026-02-19T03:57:35Z,1011,4,1,10,53,92,No,,1,2026-02-19T04:00:00Z,Yes,0.0,N
CID-04567,2026-02-21T15:20:31Z,1003,2,5,10,19,88,No,,1,2026-02-21T15:22:18Z,Yes,5.0,N
CID-04568,2026-02-25T03:12:25Z,1001,0,4,4,27,129,Yes,1012.0,1,2026-02-25T03:15:01Z,Yes,2.0,Y
CID-04569,2026-02-13T23:22:01Z,1004,0,1,10,41,312,Yes,1009.0,1,2026-02-13T23:27:54Z,No,,Y
CID-04570,2026-02-02T07:10:30Z,1014,3,4,3,29,197,No,,1,2026-02-02T07:14:16Z,No,,Y
CID-04571,2026-02-22T21:33:00Z,1013,0,5,2,26,472,Yes,1010.0,1,2026-02-22T21:41:18Z,No,,Y
CID-04572,2026-02-17T05:29:11Z,1005,0,4,3,38,66,Yes,1014.0,1,2026-02-17T05:30:55Z,No,,Y
CID-04573,2026-02-12T02:19:31Z,1008,0,2,5,49,200,Yes,1011.0,1,2026-02-12T02:23:40Z,Yes,1.0,Y
CID-04574,2026-02-10T22:22:00Z,1007,1,4,5,47,460,No,,1,2026-02-10T22:30:27Z,No,,Y
CID-04575,2026-02-07T15:58:15Z,1011,0,5,5,56,387,Yes,1005.0,1,2026-02-07T16:05:38Z,No,,N
CID-04576,2026-02-14T01:14:07Z,1009,0,4,3,54,293,Yes,1014.0,1,2026-02-14T01:19:54Z,Yes,1.0,Y
CID-04577,2026-02-12T11:00:37Z,1003,9,2,5,30,204,No,,1,2026-02-12T11:04:31Z,Yes,1.0,Y
CID-04578,2026-02-19T17:39:41Z,1009,4,5,4,45,78,No,,1,2026-02-19T17:41:44Z,No,,N
CID-04579,2026-02-27T22:51:07Z,1015,0,2,10,27,63,Yes,1010.0,1,2026-02-27T22:52:37Z,Yes,2.0,Y
CID-04580,2026-02-21T20:37:46Z,1009,1,5,4,22,123,No,,1,2026-02-21T20:40:11Z,No,,N
CID-04581,2026-02-10T11:18:02Z,1002,13,2,10,10,75,No,,1,2026-02-10T11:19:27Z,Yes,3.0,N
CID-04582,2026-02-10T17:31:16Z,1010,2,5,2,50,497,No,,1,2026-02-10T17:40:23Z,No,,Y
CID-04583,2026-02-15T10:44:55Z,1011,0,5,5,32,44,Yes,1003.0,1,2026-02-15T10:46:11Z,No,,N
CID-04584,2026-02-12T14:16:17Z,1005,13,2,10,10,204,No,,1,2026-02-12T14:19:51Z,No,,Y
CID-04585,2026-02-24T15:46:58Z,1001,1,5,1,24,217,No,,1,2026-02-24T15:50:59Z,Yes,3.0,Y
CID-04586,2026-02-20T06:05:12Z,1003,0,4,5,26,273,Yes,1012.0,1,2026-02-20T06:10:11Z,Yes,2.0,Y
CID-04587,2026-02-07T01:58:41Z,1014,13,5,2,36,389,No,,1,2026-02-07T02:05:46Z,Yes,0.0,N
CID-04588,2026-02-12T04:34:34Z,1007,0,4,10,25,458,Yes,1015.0,1,2026-02-12T04:42:37Z,Yes,4.0,Y
CID-04589,2026-02-15T20:00:53Z,1005,0,5,5,24,386,Yes,1006.0,1,2026-02-15T20:07:43Z,No,,N
CID-04590,2026-02-07T19:54:42Z,1002,0,4,10,49,495,Yes,1008.0,1,2026-02-07T20:03:46Z,Yes,4.0,Y
CID-04591,2026-02-21T23:12:38Z,1009,3,1,1,19,337,No,,1,2026-02-21T23:18:34Z,Yes,1.0,N
CID-04592,2026-02-20T12:20:59Z,1009,0,1,10,41,218,Yes,1004.0,1,2026-02-20T12:25:18Z,No,,Y
CID-04593,2026-02-21T01:11:03Z,1003,0,5,1,60,222,Yes,1012.0,1,2026-02-21T01:15:45Z,Yes,3.0,N
CID-04594,2026-02-07T00:59:37Z,1009,0,2,1,32,67,Yes,1015.0,1,2026-02-07T01:01:16Z,Yes,5.0,N
CID-04595,2026-02-12T17:18:36Z,1010,4,2,4,36,396,No,,1,2026-02-12T17:25:48Z,No,,Y
CID-04596,2026-02-05T05:36:46Z,1014,10,4,5,60,393,No,,1,2026-02-05T05:44:19Z,No,,N
CID-04597,2026-02-11T12:02:38Z,1007,0,2,1,47,85,Yes,1003.0,1,2026-02-11T12:04:50Z,No,,Y
CID-04598,2026-02-06T22:16:23Z,1004,0,2,4,25,249,Yes,1010.0,1,2026-02-06T22:20:57Z,Yes,4.0,Y
CID-04599,2026-02-16T18:22:47Z,1010,3,1,1,35,463,No,,1,2026-02-16T18:31:05Z,No,,Y
CID-04600,2026-02-15T17:18:16Z,1012,0,5,2,31,230,Yes,1007.0,1,2026-02-15T17:22:37Z,Yes,3.0,N
CID-04601,2026-02-14T01:28:27Z,1009,0,4,4,38,387,Yes,1015.0,1,2026-02-14T01:35:32Z,No,,N
CID-04602,2026-02-04T10:14:11Z,1015,0,1,10,26,246,Yes,1002.0,1,2026-02-04T10:18:43Z,No,,Y
CID-04603,2026-02-24T11:55:34Z,1014,0,2,2,21,327,Yes,1002.0,1,2026-02-24T12:01:22Z,Yes,3.0,N
CID-04604,2026-02-03T09:58:04Z,1002,9,1,1,48,398,No,,1,2026-02-03T10:05:30Z,Yes,3.0,Y
CID-04605,2026-02-20T12:46:02Z,1009,0,4,2,48,451,Yes,1001.0,1,2026-02-20T12:54:21Z,Yes,4.0,N
CID-04606,2026-02-12T21:56:40Z,1002,0,2,10,12,95,Yes,1010.0,1,2026-02-12T21:58:27Z,Yes,5.0,Y
CID-04607,2026-02-14T07:32:39Z,1006,0,2,5,50,317,Yes,1014.0,1,2026-02-14T07:38:46Z,Yes,5.0,Y
CID-04608,2026-02-20T21:34:23Z,1006,13,5,10,42,12,No,,57,2026-02-20T21:35:17Z,,,Y
CID-04609,2026-02-06T15:08:40Z,1012,0,4,2,45,388,Yes,1001.0,1,2026-02-06T15:15:53Z,No,,N
CID-04610,2026-02-10T22:50:38Z,1004,0,2,1,21,200,Yes,1006.0,1,2026-02-10T22:54:19Z,Yes,0.0,Y
CID-04611,2026-02-05T08:33:07Z,1014,0,2,5,24,2,Yes,1004.0,57,2026-02-05T08:33:33Z,,,N
CID-04612,2026-02-02T22:07:14Z,1015,0,5,2,18,217,Yes,1009.0,1,2026-02-02T22:11:09Z,No,,N
CID-04613,2026-02-26T07:31:58Z,1001,0,2,5,52,216,Yes,1015.0,1,2026-02-26T07:36:26Z,No,,Y
CID-04614,2026-02-08T02:21:09Z,1013,1,5,1,40,223,No,,1,2026-02-08T02:25:32Z,No,,Y
CID-04615,2026-02-28T01:58:32Z,1007,0,1,3,41,463,Yes,1015.0,1,2026-02-28T02:06:56Z,No,,N
CID-04616,2026-02-01T04:29:37Z,1008,0,1,2,26,201,Yes,1015.0,1,2026-02-01T04:33:24Z,Yes,2.0,Y
CID-04617,2026-02-06T05:36:44Z,1010,0,1,3,33,20,Yes,1012.0,57,2026-02-06T05:37:37Z,,,N
CID-04618,2026-02-16T08:50:45Z,1006,0,4,10,22,288,Yes,1003.0,1,2026-02-16T08:55:55Z,Yes,3.0,Y
CID-04619,2026-02-02T05:09:38Z,1002,0,2,1,13,98,Yes,1011.0,1,2026-02-02T05:11:29Z,No,,Y
CID-04620,2026-02-16T14:48:25Z,1007,0,4,4,28,402,Yes,1001.0,1,2026-02-16T14:55:35Z,No,,N
CID-04621,2026-02-14T09:36:50Z,1001,3,4,10,45,328,No,,1,2026-02-14T09:43:03Z,Yes,3.0,Y
CID-04622,2026-02-18T20:55:14Z,1008,3,1,2,51,288,No,,1,2026-02-18T21:00:53Z,No,,Y
CID-04623,2026-02-22T19:31:41Z,1006,3,2,5,44,428,No,,1,2026-02-22T19:39:33Z,No,,N
CID-04624,2026-02-14T12:08:57Z,1015,0,1,1,40,210,Yes,1001.0,1,2026-02-14T12:13:07Z,Yes,2.0,N
CID-04625,2026-02-12T16:02:01Z,1004,0,2,4,56,443,Yes,1009.0,1,2026-02-12T16:10:20Z,Yes,1.0,N
CID-04626,2026-02-03T01:58:13Z,1005,0,1,4,15,455,Yes,1012.0,1,2026-02-03T02:06:03Z,No,,Y
CID-04627,2026-02-16T08:34:30Z,1003,1,5,1,50,44,No,,1,2026-02-16T08:36:04Z,No,,N
CID-04628,2026-02-05T12:16:09Z,1014,0,2,4,38,285,Yes,1004.0,1,2026-02-05T12:21:32Z,Yes,1.0,N
CID-04629,2026-02-18T12:19:11Z,1001,2,5,4,48,388,No,,1,2026-02-18T12:26:27Z,Yes,2.0,Y
CID-04630,2026-02-09T14:58:12Z,1008,0,1,2,46,487,Yes,1003.0,1,2026-02-09T15:07:05Z,Yes,0.0,Y
CID-04631,2026-02-21T19:44:01Z,1007,10,2,10,49,386,No,,1,2026-02-21T19:51:16Z,No,,N
CID-04632,2026-02-15T10:53:50Z,1001,10,5,1,45,273,No,,1,2026-02-15T10:59:08Z,No,,N
CID-04633,2026-02-15T17:29:35Z,1005,0,2,3,45,343,Yes,1007.0,1,2026-02-15T17:36:03Z,Yes,5.0,N
CID-04634,2026-02-06T00:30:31Z,1011,1,2,10,29,67,No,,1,2026-02-06T00:32:07Z,Yes,4.0,Y
CID-04635,2026-02-01T02:21:06Z,1015,9,5,2,52,23,No,,57,2026-02-01T02:22:21Z,,,N
CID-04636,2026-02-22T07:57:34Z,1003,0,1,4,31,288,Yes,1014.0,1,2026-02-22T08:02:53Z,No,,N
CID-04637,2026-02-02T12:34:29Z,1005,9,5,4,15,349,No,,1,2026-02-02T12:40:33Z,Yes,1.0,N
CID-04638,2026-02-17T09:54:38Z,1015,0,4,3,10,285,Yes,1004.0,1,2026-02-17T09:59:33Z,Yes,4.0,Y
CID-04639,2026-02-16T23:58:35Z,1014,0,2,2,41,386,Yes,1009.0,1,2026-02-17T00:05:42Z,No,,N
CID-04640,2026-02-23T15:13:18Z,1015,0,4,4,39,323,Yes,1005.0,1,2026-02-23T15:19:20Z,No,,Y
CID-04641,2026-02-19T05:55:55Z,1008,0,5,2,60,177,Yes,1012.0,1,2026-02-19T05:59:52Z,Yes,4.0,Y
CID-04642,2026-02-16T03:06:43Z,1013,3,4,5,21,392,No,,1,2026-02-16T03:13:36Z,Yes,0.0,Y
CID-04643,2026-02-28T01:40:52Z,1006,0,1,10,51,33,Yes,1015.0,1,2026-02-28T01:42:16Z,No,,N
CID-04644,2026-02-02T01:17:33Z,1009,0,1,2,26,376,Yes,1011.0,1,2026-02-02T01:24:15Z,No,,N
CID-04645,2026-02-02T01:08:03Z,1003,0,5,1,30,203,Yes,1012.0,1,2026-02-02T01:11:56Z,Yes,2.0,N
CID-04646,2026-02-16T04:04:51Z,1008,0,4,2,52,235,Yes,1014.0,1,2026-02-16T04:09:38Z,No,,N
CID-04647,2026-02-13T18:33:08Z,1002,0,4,5,11,317,Yes,1006.0,1,2026-02-13T18:38:36Z,Yes,0.0,Y
CID-04648,2026-02-24T19:09:12Z,1006,3,5,3,13,1,No,,57,2026-02-24T19:09:26Z,,,N
CID-04649,2026-02-14T20:39:17Z,1001,0,1,3,36,238,Yes,1010.0,1,2026-02-14T20:43:51Z,No,,N
CID-04650,2026-02-10T09:35:42Z,1005,10,5,10,53,389,No,,1,2026-02-10T09:43:04Z,No,,Y
CID-04651,2026-02-02T01:53:56Z,1004,0,2,3,41,181,Yes,1012.0,1,2026-02-02T01:57:38Z,No,,N
CID-04652,2026-02-15T17:04:15Z,1010,9,2,4,60,156,No,,1,2026-02-15T17:07:51Z,No,,Y
CID-04653,2026-02-18T09:25:40Z,1001,2,4,1,47,104,No,,1,2026-02-18T09:28:11Z,Yes,4.0,Y
CID-04654,2026-02-20T15:05:56Z,1011,0,2,4,52,57,Yes,1005.0,1,2026-02-20T15:07:45Z,Yes,4.0,N
CID-04655,2026-02-02T15:54:08Z,1015,0,2,4,18,339,Yes,1005.0,1,2026-02-02T16:00:05Z,Yes,3.0,Y
CID-04656,2026-02-01T08:04:49Z,1012,0,1,10,17,240,Yes,1004.0,1,2026-02-01T08:09:06Z,Yes,1.0,Y
CID-04657,2026-02-28T21:49:48Z,1012,0,4,1,12,155,Yes,1006.0,1,2026-02-28T21:52:35Z,Yes,2.0,Y
CID-04658,2026-02-22T01:46:03Z,1011,4,4,5,41,288,No,,1,2026-02-22T01:51:32Z,Yes,2.0,N
CID-04659,2026-02-01T15:52:00Z,1001,13,2,10,10,454,No,,1,2026-02-01T15:59:44Z,Yes,2.0,Y
CID-04660,2026-02-08T01:03:29Z,1001,0,5,10,51,184,Yes,1014.0,1,2026-02-08T01:07:24Z,No,,Y
CID-04661,2026-02-11T19:48:48Z,1008,13,4,10,56,83,No,,1,2026-02-11T19:51:07Z,Yes,2.0,N
CID-04662,2026-02-04T09:02:31Z,1005,9,1,3,32,35,No,,1,2026-02-04T09:03:38Z,No,,N
CID-04663,2026-02-09T13:19:18Z,1001,9,4,5,41,474,No,,1,2026-02-09T13:27:53Z,Yes,4.0,N
CID-04664,2026-02-15T21:16:46Z,1012,0,5,1,21,450,Yes,1007.0,1,2026-02-15T21:24:37Z,No,,N
CID-04665,2026-02-15T19:30:35Z,1002,0,4,10,39,468,Yes,1007.0,1,2026-02-15T19:39:02Z,Yes,5.0,Y
CID-04666,2026-02-23T07:47:05Z,1006,0,4,4,11,419,Yes,1015.0,1,2026-02-23T07:54:15Z,No,,Y
CID-04667,2026-02-22T12:34:07Z,1009,0,4,1,51,307,Yes,1002.0,1,2026-02-22T12:40:05Z,No,,Y
CID-04668,2026-02-05T10:33:48Z,1012,0,2,4,22,71,Yes,1003.0,1,2026-02-05T10:35:21Z,Yes,0.0,N
CID-04669,2026-02-13T21:27:09Z,1011,0,5,4,25,188,Yes,1010.0,1,2026-02-13T21:30:42Z,Yes,5.0,Y
CID-04670,2026-02-24T04:06:01Z,1010,0,2,1,21,431,Yes,1012.0,1,2026-02-24T04:13:33Z,No,,N
CID-04671,2026-02-18T21:55:19Z,1008,9,5,5,43,334,No,,1,2026-02-18T22:01:36Z,Yes,5.0,N
CID-04672,2026-02-17T03:37:13Z,1012,1,5,10,49,114,No,,1,2026-02-17T03:39:56Z,Yes,0.0,Y
CID-04673,2026-02-14T14:10:41Z,1011,0,1,10,42,473,Yes,1002.0,1,2026-02-14T14:19:16Z,No,,N
CID-04674,2026-02-12T00:12:10Z,1013,9,2,1,17,406,No,,1,2026-02-12T00:19:13Z,Yes,2.0,Y
CID-04675,2026-02-22T20:42:48Z,1015,0,5,10,44,100,Yes,1007.0,1,2026-02-22T20:45:12Z,Yes,3.0,Y
CID-04676,2026-02-08T02:00:46Z,1004,0,4,4,54,50,Yes,1015.0,1,2026-02-08T02:02:30Z,Yes,0.0,Y
CID-04677,2026-02-16T14:01:00Z,1001,4,4,10,11,489,No,,1,2026-02-16T14:09:20Z,No,,Y
CID-04678,2026-02-12T06:19:51Z,1010,0,1,4,52,135,Yes,1011.0,1,2026-02-12T06:22:58Z,Yes,1.0,N
CID-04679,2026-02-21T01:17:47Z,1012,3,2,3,12,187,No,,1,2026-02-21T01:21:06Z,No,,N
CID-04680,2026-02-04T01:41:50Z,1001,0,1,2,43,281,Yes,1013.0,1,2026-02-04T01:47:14Z,Yes,1.0,N
CID-04681,2026-02-05T04:43:33Z,1015,13,4,2,53,62,No,,1,2026-02-05T04:45:28Z,No,,Y
CID-04682,2026-02-26T04:29:06Z,1001,0,4,10,32,271,Yes,1011.0,1,2026-02-26T04:34:09Z,No,,Y
CID-04683,2026-02-07T00:13:39Z,1007,0,4,10,29,62,Yes,1015.0,1,2026-02-07T00:15:10Z,No,,Y
CID-04684,2026-02-14T06:54:04Z,1010,0,5,2,59,184,Yes,1014.0,1,2026-02-14T06:58:07Z,Yes,0.0,N
CID-04685,2026-02-10T22:43:40Z,1011,0,1,1,46,40,Yes,1006.0,1,2026-02-10T22:45:06Z,No,,N
CID-04686,2026-02-07T12:45:21Z,1002,4,2,1,53,439,No,,1,2026-02-07T12:53:33Z,Yes,0.0,N
CID-04687,2026-02-08T14:29:54Z,1012,0,4,10,39,485,Yes,1005.0,1,2026-02-08T14:38:38Z,No,,N
CID-04688,2026-02-03T16:29:31Z,1007,10,4,4,46,422,No,,1,2026-02-03T16:37:19Z,Yes,3.0,N
CID-04689,2026-02-01T06:36:38Z,1007,0,1,1,45,171,Yes,1012.0,1,2026-02-01T06:40:14Z,No,,N
